CSC.NAME,DATE,CALL.START.TIME,CALL.END.TIME,CALL.DURATION,OUTCOME,EMAIL..If.Interested.,SPANISH..Y.N.,NOTES,CATEGORY...TARGET.AUDIENCE,FACILITY,ADDRESS,INDUSTRY,PHONE,ZIP,,,,
Madison Sanders,4/16/2021,11:41:00,11:42:00,1,No answer; did not leave voicemail,receptionist@jpidevelopment.com,NA,2nd call.  interested ronp,CORPORATION: Employees,"JPI DEVELOPMENT GROUP, INC.",41205 Golden Gate Cir,Plumbing Contractors,9519737680,92562,,,,
Madison Sanders,4/16/2021,11:42:00,11:44:00,2,No answer; did not leave voicemail,NA,NA,Contiuned to loop to directory,NA,"DENSO PRODUCTS AND SERVICES AMERICAS, INC.",41673 Corning Pl,Motor Vehicle Parts And Accessories,9516983379,92562,,,,
Madison Sanders,4/16/2021,11:44:00,11:46:00,2,Spoke with someone; they're not interested,NA,NA,BE well phone was offerd incase they change their mind,NA,MURRIETA VALLEY UNIFIED SCHOOL DISTRICT,41870 Mcalby Ct,Public Elementary And Secondary Schools,9516961600,92562,,,,
Madison Sanders,4/16/2021,11:47:00,11:49:00,2,Spoke with someone; they're interested,NA,NA,"Spoke with HR Dpt. was given be well phone as HR Does not make those choices in their business, but seemed interested.",NA,CITY OF MURRIETA,1 Town Sq,"Executive Offices, Local Government",9513042489,92562,,,,
Madison Sanders,4/16/2021,11:50:00,11:53:00,3,Spoke with someone; they're interested,NA,NA,"Spoke with reception, they took down be well line and will pass it on to correct dept as they can not give out the phone number.",NA,"IKHANA GROUP, LLC",37260 Sky Canyon Dr # 20,"Flaps, Aircraft Wing",9516000009,92563,,,,
Bianca Tamayo,4/17/2021,9:23:00,9:27:00,4,No answer; left voicemail,NA,NA,2nd call. voicemail ronp,CORPORATION: Employees,S.R.BRAY LLC,5500 E La Palma Ave,Standby Or Emergency Power Specialization,7147657551,92807,,,,
Bianca Tamayo,4/17/2021,9:20:00,9:22:00,2,No answer; did not leave voicemail,NA,NA,Number not in service,NA,MICROMETALS/TEXAS INC,5615 E La Palma Ave,"Cores, Magnetic",3256778753,92807,,,,
Bianca Tamayo,4/17/2021,9:15:00,9:19:00,4,Spoke with someone; they're not interested,NA,NA,NA,NA,"MORPHOTRAK, LLC",5515 E La Palma Ave # 100,Computer Integrated Systems Design,7142382000,92807,,,,
Bianca Tamayo,4/17/2021,9:06:00,9:10:00,4,No answer; left voicemail,NA,NA,2nd call. voicemail ronp,CORPORATION: Employees,"RAPID MANUFACTURING, A CALIFORNIA LIMITED PARTNERSHIP",8080 E Crystal Dr,Miscellaneous Fabricated Wire Products,7149742432,92807,,,,
Bianca Tamayo,4/17/2021,9:00:00,9:04:00,4,No answer; left voicemail,NA,NA,2nd call.  voicemail ronp,EDUCATIONAL: Children,ORANGE UNIFIED SCHOOL DISTRICT,5125 E Gerda Dr,Public Elementary School,7149976202,92807,,,,
Bianca Tamayo,4/17/2021,8:52:00,8:54:00,2,No answer; did not leave voicemail,NA,NA,Number not in service,NA,"LEISURE CARE, LLC",380 S Anaheim Hills Rd,Aged Home,7149741616,92807,,,,
Bianca Tamayo,4/17/2021,8:46:00,8:50:00,4,No answer; did not leave voicemail,hrinbox@srcmail.com,NA,2nd call.  interested ronp,CORPORATION: Employees,SPECIALTY RESTAURANTS CORPORATION,8191 E Kaiser Blvd,American Restaurant,7142796100,92808,,,,
Bianca Tamayo,4/17/2021,8:40:00,8:44:00,4,No answer; left voicemail,NA,NA,Police Public counter,NA,CITY OF ANAHEIM,8201 Santa Ana Canyon Rd,"Police Protection, Local Government",7147653800,92808,,,,
Bianca Tamayo,4/17/2021,8:33:00,8:36:00,3,No answer; did not leave voicemail,psic@pacificspecialty.com,NA,2nd call.  interested ronp,CORPORATION: Employees,PACIFIC SPECIALTY INSURANCE CO,2200 Geng Rd Ste 200,"Insurance Agents, Nec",8003035000,94303,,,,
Bianca Tamayo,4/17/2021,8:25:00,8:30:00,5,No answer; left voicemail,requested phone number,NA,2nd call. interested ronp,SMALL BUSINESS: Customers,WESTSIDE BUILDING MATERIAL CORPORATION,1111 E Howell Ave,Lumber And Other Building Materials,7143851644,92805,,,,
Bianca Tamayo,4/17/2021,8:20:00,8:24:00,4,No answer; left voicemail,NA,NA,2nd call. voicemail ronp,SMALL BUSINESS: Customers,"ECONOLITE CONTROL PRODUCTS, INC.",1250 N Tustin Ave,"Traffic Signals, Electric",7146303700,92807,,,,
Bianca Tamayo,4/17/2021,8:12:00,8:17:00,5,No answer; did not leave voicemail,NA,NA,2nd call. not interested,SMALL BUSINESS: Customers,"CASHCALL, INC.",1 City Blvd W Ste 102,"Personal Finance Licensed Loan Companies, Small",9497524600,92868,,,,
Bianca Tamayo,4/18/2021,10:26:00,10:31:00,5,No answer; left voicemail,NA,NA,2nd call. voicemail ronp,SMALL BUSINESS: Customers,D & D GEAR INCORPORATED,4890 E La Palma Ave,"Aircraft Parts And Equipment, Nec",7146926570,92807,,,,
Bianca Tamayo,4/18/2021,10:23:00,10:26:00,3,No answer; left voicemail,requested phone number,NA,2nd call. interested ronp,CORPORATION: Employees,"SHAXON INDUSTRIES, INC.",4852 E La Palma Ave,Computer Storage Devices,7147791140,92807,,,,
Bianca Tamayo,4/18/2021,10:16:00,10:21:00,5,No answer; did not leave voicemail,requested phone number,NA,2nd call. interested ronp,NON-PROFIT: Community Members,"G4S JUSTICE SERVICES, LLC",1290 N Hancock St Ste 103,Fire Alarm Maintenance And Monitoring,8005896003,92807,,,,
Bianca Tamayo,4/18/2021,10:12:00,10:15:00,3,No answer; did not leave voicemail,NA,NA,2nd call. voicemail ronp,CORPORATION: Employees,SENTINEL OFFENDER SERVICES LLC,1290 N Hancock St Ste 103,Confinement Surveillance Systems Maintenance And Monitoring,9494531550,92807,,,,
Bianca Tamayo,4/18/2021,10:06:00,10:10:00,4,No answer; left voicemail,info@mccormackroofing.com,NA,2nd call. interested. ronp,SMALL BUSINESS: Customers,JAMES MCCORMACK,1260 N Hancock St Ste 108,Roofing Contractor,7147774040,92807,,,,
Bianca Tamayo,4/18/2021,10:00:00,10:04:00,4,No answer; left voicemail,NA,NA,2nd call.  not interested ronp,SMALL BUSINESS: Customers,"SAN-MAR CONSTRUCTION CO., INC.",4875 E La Palma Ave # 601,"Commercial And Office Building, New Construction",7146935400,92807,,,,
Bianca Tamayo,4/18/2021,9:55:00,9:59:00,4,No answer; left voicemail,NA,NA,2nd call.  voicemail ronp,SMALL BUSINESS: Customers,MURRIETTA CIRCUITS,5000 E Landon Dr,Printed Circuit Boards,7149702430,92807,,,,
Bianca Tamayo,4/18/2021,9:51:00,9:54:00,3,No answer; did not leave voicemail,NA,NA,Number not in service,NA,ATRIUM DOOR AND WINDOW COMPANY OF ARIZONA INC.,5455 E La Palma Ave Ste A,Windows,7146930601,92807,,,,
Bianca Tamayo,4/18/2021,9:47:00,9:50:00,3,No answer; left voicemail,NA,NA,NA,NA,"NELLSON NUTRACEUTICAL, LLC",5115 E La Palma Ave,Health And Dietetic Food Stores,7147657000,92807,,,,
Bianca Tamayo,4/18/2021,9:40:00,9:44:00,4,No answer; did not leave voicemail,NA,NA,Abscence reporting hotline,NA,NBTY MANUFACTURING LLC,5115 E La Palma Ave,Vitamin Preparations,7147658323,92807,,,,
Bianca Tamayo,4/18/2021,9:33:00,9:38:00,5,No answer; left voicemail,NA,NA,NA,NA,PINNACLE PRECISION SHEET METAL CORPORATION,5410 E La Palma Ave,Sheet Metalwork,7147773129,92807,,,,
Bianca Tamayo,4/18/2021,9:27:00,9:31:00,4,No answer; left voicemail,NA,NA,NA,NA,PACIFIC TRANSFORMER CORPORATION,5399 E Hunter Ave,"Power Transformers, Electric",7147790450,92807,,,,
Bianca Tamayo,4/18/2021,9:21:00,9:25:00,4,No answer; left voicemail,NA,NA,NA,NA,OUTDOOR DIMENSIONS LLC,5325 E Hunter Ave,"Signboards, Wood",7145789555,92807,,,,
Bianca Tamayo,4/18/2021,8:46:00,8:50:00,4,No answer; left voicemail,NA,NA,NA,NA,"CRISTEK INTERCONNECTS, INC.",5395 E Hunter Ave,Electronic Connectors,7146965200,92807,,,,
Bianca Tamayo,4/18/2021,8:42:00,8:45:00,3,No answer; did not leave voicemail,rdsinfo@reddesign.com,NA,NA,NA,"L.A.R.K. INDUSTRIES, INC.",4900 E Hunter Ave,Interior Design Services,7147014200,92807,,,,
Bianca Tamayo,4/18/2021,8:36:00,8:40:00,4,No answer; left voicemail,NA,NA,NA,NA,"KEENAN, HOPKINS, SUDER & STOWELL CONTRACTORS, INC.",5109 E La Palma Ave Ste A,"Plastering, Plain Or Ornamental",7146953670,92807,,,,
Bianca Tamayo,4/18/2021,8:30:00,8:34:00,4,No answer; did not leave voicemail,NA,NA,NA,NA,"FAMILY TREE PRODUCE, INC.",5510 E La Palma Ave,"Fruits, Fresh",7146935688,92807,,,,
Cindy Mejia,4/20/2021,11:37:00,11:38:00,1,No answer; did not leave voicemail,NA,NA,the number i called for patients. It said to dial the party extension i wanted to reach but there was no directory.,NA,SOUTHWEST HEALTHCARE SYSTEM AUXILIARY,38977 Sky Canyon Dr # 200,General Medical And Surgical Hospitals,8004046627,92563,,,,
Cindy Mejia,4/20/2021,11:40:00,11:45:00,5,No answer; left voicemail,NA,NA,"transferred to school counselor, no answer left a vm",NA,MURRIETA VALLEY UNIFIED SCHOOL DISTRICT,40121 Torrey Pines Rd,Public Elementary School,9516961428,92563,,,,
Cindy Mejia,4/20/2021,11:46:00,11:49:00,3,No answer; left voicemail,NA,NA,"transferred to student services, no answer, left a VM",NA,NUVIEW UNION SCHOOL DISTRICT,29780 Lakeview Ave,Public Elementary School,9519280066,92567,,,,
Cindy Mejia,4/20/2021,11:52:00,11:58:00,6,No answer; left voicemail,NA,NA,"transferred to student services, then transferred to school social worker, did not answer",NA,PERRIS ELEMENTARY SCHOOL DISTRICT,500 S A St,Public Elementary School,9516572124,92570,,,,
Cindy Mejia,4/20/2021,11:59:00,12:01:00,2,No answer; left voicemail,NA,NA,NA,NA,STRATEGY COMPANION CORP.,3240 El Camino Real # 120,Prepackaged Software,7144608398,92602,,,,
Cindy Mejia,4/20/2021,12:01:00,12:04:00,3,No answer; left voicemail,NA,NA,NA,NA,"MOBILITYWARE, LLC",440 Exchange Ste 100,Computer Software Development,9497889900,92602,,,,
Cindy Mejia,4/20/2021,12:05:00,12:08:00,3,Spoke with someone; they're interested,carol.espofiito@evisions.com,NA,NA,NA,"EVISIONS, INC.",440 Exchange Ste 200,Computer Software Development,9498331384,92602,,,,
Cindy Mejia,4/20/2021,12:10:00,12:12:00,2,Spoke with someone; they're interested,NA,NA,"no email, but did want the phone # to the warmline and the site address.",NA,ULTIMATE KRONOS GROUP,240 Commerce,Business Oriented Computer Software,8005807374,92602,,,,
Cindy Mejia,4/20/2021,12:15:00,12:17:00,2,No answer; left voicemail,NA,NA,NA,NA,"BANC OF CALIFORNIA, INC.",3 Macarthur Pl Ste 100,National Commercial Banks,8553612262,92707,,,,
Cindy Mejia,4/20/2021,12:18:00,12:18:00,0,No answer; did not leave voicemail,NA,NA,"transferred HR, then transferred to benefits. no answer and couldn't leav a VM",NA,"INTERIOR SPECIALISTS, INC.",1630 Faraday Ave,Carpet Laying,7609296700,92008,,,,
Valeria Lazaro Rodriguez,4/20/2021,9:27:00,9:27:00,0,No answer; did not leave voicemail,marty@dynamicautoimages.com,NA,Found direct HR email marty@dynamicautoimages.com (emailed at 9:28 AM),NA,"DYNAMIC AUTO IMAGES, INC.",2860 Michelle Ste 140,"Washing And Polishing, Automotive",7147713400,92606,,,,
Valeria Lazaro Rodriguez,4/20/2021,9:34:00,9:35:00,1,Spoke with someone; they're not interested,NA,NA,NA,NA,PTS ADVANCE,2860 Michelle Ste 150,Employment Agencies,9492684000,92606,,,,
Valeria Lazaro Rodriguez,4/20/2021,9:39:00,9:40:00,1,Spoke with someone; they're not interested,NA,NA,"Wrong number, found email support@stretto.com (emailed at 9:41 AM)",NA,STRETTO,5 Peters Canyon Rd # 200,Bankruptcy Referee,9492221212,92606,,,,
Valeria Lazaro Rodriguez,4/20/2021,9:53:00,9:54:00,1,No answer; left voicemail,NA,NA,"Spoke with receptionist, got transferred and left VM. Found email sales@medata.com (emailed at 10:17 AM). Called back 5/20, left VM again.",NA,"MEDATA, INC.",5 Peters Canyon Rd # 250,Business Oriented Computer Software,7149181310,92606,,,,
Valeria Lazaro Rodriguez,4/20/2021,10:18:00,10:18:00,0,No answer; did not leave voicemail,frontdesk@dbmgroup.com,NA,Found direct HR email frontdesk@dbmgroup.com (emailed at 10:18 AM),NA,"DATABASE MARKETING GROUP, INC.",5 Peters Canyon Rd # 150,Mailing Service,7147270800,92606,,,,
Valeria Lazaro Rodriguez,4/20/2021,10:25:00,10:26:00,1,Spoke with someone; they're interested,NA,NA,"Number is for Park Elementary. Told me to contact the district, HR email susankemp@iusd.org (emailed at 10:27 AM)",NA,IRVINE UNIFIED SCHOOL DISTICT,3700 Chaparral Ave,Public Elementary School,9499366300,92606,,,,
Valeria Lazaro Rodriguez,4/20/2021,10:42:00,10:43:00,1,No answer; left voicemail,NA,NA,"Spoke with receptionist, got transferred and left VM. Found email shannad@dknhotels.com (emailed at 10:44 AM). Called back 5/20, not interested.",NA,"DKN HOTEL, LLC",42 Corporate Park Ste 200,Hotels And Motels,7144274320,92606,,,,
Valeria Lazaro Rodriguez,4/20/2021,10:46:00,10:46:00,0,No answer; did not leave voicemail,info@preludesys.com,NA,Found direct email info@preludesys.com (emailed at 10:46 AM),NA,"PRELUDE SYSTEMS, INC.",5 Corporate Park Ste 140,Online Services Technology Consultants,9492087126,92606,,,,
Valeria Lazaro Rodriguez,4/20/2021,10:49:00,10:50:00,1,Spoke with someone; they're not interested,NA,NA,NA,NA,"LAW OFFICES OF LES ZIEVE, A PROFESSIONAL CORPORATION",30 Corporate Park Ste 450,"General Practice Attorney, Lawyer",7148487920,92606,,,,
Valeria Lazaro Rodriguez,4/20/2021,10:51:00,10:51:00,0,No answer; did not leave voicemail,NA,NA,Found email customerservice@sunsetpropertyservices.com (emailed at 10:52 AM),NA,JONSET CORPORATION,16251 Construction Cir W,"Sweeping Service: Road, Airport, Parking Lot, Etc.",9495515151,92606,,,,
Cindy Mejia,4/21/2021,9:49:00,9:51:00,2,No answer; left voicemail,NA,NA,NA,NA,"CERADYNE, INC.",1922 Barranca Pkwy,Ceramic Fiber,9498629600,92606,,,,
Cindy Mejia,4/21/2021,9:53:00,9:55:00,2,No answer; left voicemail,NA,NA,NA,NA,"SPIREON, INC.",16802 Aston Ste 150,Computer Software Development,8005571449,92606,,,,
Cindy Mejia,4/21/2021,10:00:00,10:01:00,1,Spoke with someone; they're interested,NA,NA,receptionist will give my number to their HR department,NA,"GENERAL TOOL, INC.",2025 Alton Pkwy,"Diamonds, Industrial: Natural, Crude",9492612322,92606,,,,
Cindy Mejia,4/21/2021,10:03:00,10:06:00,3,No answer; did not leave voicemail,NA,NA,found email: customerservice@foxhead.com,NA,"FOX HEAD, INC.",16752 Armstrong Ave,"Sportswear, Men's And Boys'",8883697223,92606,,,,
Cindy Mejia,4/21/2021,10:10:00,10:11:00,1,No answer; did not leave voicemail,NA,NA,"operator did not have a VM option, but instead a directory  by name, which i had to type in",NA,"ADAMS/STREETER, CIVIL ENGINEERS, INC.",16755 Von Karman Ave # 1,Civil Engineering,9494742330,92606,,,,
Cindy Mejia,4/21/2021,10:24:00,10:26:00,2,No answer; left voicemail,NA,NA,"spoke to front office, they will give my number to the appropriate person",NA,"COMMERCE HOME MORTGAGE, LLC",16845 Von Karman Ave # 200,Mortgage Bankers And Loan Correspondents,9258301500,92606,,,,
Cindy Mejia,4/21/2021,10:28:00,10:29:00,1,Spoke with someone; they're not interested,NA,NA,NA,NA,"BLB RESOURCES, INC.",16845 Von Karman Ave # 100,Management Consulting Services,9492619155,92606,,,,
Cindy Mejia,4/21/2021,10:31:00,10:33:00,2,No answer; left voicemail,NA,NA,NA,NA,VIANT TECHNOLOGY LLC,2722 Michelson Dr Ste 100,Display Advertising Service,9498618888,92612,,,,
Cindy Mejia,4/21/2021,10:34:00,10:35:00,1,No answer; did not leave voicemail,NA,NA,"no answer, the voice operator automatically repated itself, no option to leave VM.",NA,BSH HOME APPLIANCES CORPORATION,1901 Main St Ste 600,Electrical Household Appliance Repair,9494407100,92614,,,,
Cindy Mejia,4/21/2021,10:36:00,10:39:00,3,No answer; left voicemail,NA,NA,"receptionist transferred me to HR, they did not answer",NA,CTC GLOBAL CORPORATION,2026 Mcgaw Ave,Power Line Cable,9494288500,92614,,,,
Valeria Lazaro Rodriguez,4/21/2021,9:33:00,9:34:00,1,Spoke with someone; they're not interested,NA,NA,NA,NA,"CK FRANCHISING, INC.",1 Park Plz Ste 300,Home Health Care Services,8004988144,92614,,,,
Valeria Lazaro Rodriguez,4/21/2021,9:41:00,9:42:00,1,Spoke with someone; they're not interested,NA,NA,NA,NA,"HALLMARK REHABILITATION GP, LLC",2 Park Plz Ste 225,Rehabilitation Services,9492825900,92614,,,,
Valeria Lazaro Rodriguez,4/21/2021,9:51:00,9:52:00,1,No answer; left voicemail,NA,NA,"Closed, opens at 10 AM. Called back 7/15, got VM again",NA,MBK REAL ESTATE COMPANIES,4 Park Plz Ste 1700,"Subdividers And Developers, Nec",9497898300,92614,,,,
Valeria Lazaro Rodriguez,4/21/2021,10:52:00,10:54:00,2,No answer; left voicemail,NA,NA,"Option to leave VM at the end. Called back 7/15, got VM again",NA,THE COCA-COLA COMPANY,3 Park Plz Ste 600,Bottled And Canned Soft Drinks,9492505961,92614,,,,
Valeria Lazaro Rodriguez,4/21/2021,11:04:00,11:06:00,2,No answer; left voicemail,844-537-5300,NA,"Spoke to receptionist, got transferred to HR, left VM. Called back 7/15, got VM again",NA,"LINEAGE LOGISTICS HOLDINGS, LLC",1 Park Plz Ste 550,"Warehousing, Cold Storage Or Refrigerated",8006787271,92614,,,,
Valeria Lazaro Rodriguez,4/21/2021,11:26:00,11:28:00,2,Spoke with someone; they're not interested,NA,NA,NA,NA,"HARRIS & ASSOCIATES, INC.",22 Executive Park Ste 200,Construction And Civil Engineering,9496553900,92614,,,,
Valeria Lazaro Rodriguez,4/21/2021,11:33:00,11:35:00,2,No answer; did not leave voicemail,NA,NA,Wrong number. Found email onekeydataorder@iqvia.com (emailed at 11:36 AM),NA,IQVIA INC.,2601 Main St Ste 650,Market Analysis Or Research,9494762167,92614,,,,
Valeria Lazaro Rodriguez,4/21/2021,11:37:00,11:39:00,2,Spoke with someone; they're not interested,NA,NA,NA,NA,GKK CORPORATION,2355 Main St Ste 220,Architectural Engineering,9492501500,92614,,,,
Valeria Lazaro Rodriguez,4/21/2021,11:46:00,11:46:00,0,No answer; did not leave voicemail,NA,NA,Found direct HR email pfirth@actionlife.com (emailed at 11:47 AM),NA,"ACTION PROPERTY MANAGEMENT, INC.",2603 Main St Ste 500,"Residential Building, Four Or Fewer Units: Operation",9494500202,92614,,,,
Valeria Lazaro Rodriguez,4/21/2021,11:54:00,11:55:00,1,Spoke with someone; they're not interested,NA,NA,NA,NA,"HYLAND SOFTWARE, INC.",2355 Main St Ste 100,Computer Software Development,9492423100,92614,,,,
Cindy Mejia,4/21/2021,10:11:00,10:12:00,1,No answer; did not leave voicemail,NA,NA,NA,NA,"KYOCERA DOCUMENT SOLUTIONS WEST, LLC",14101 Alton Pkwy,Business Machines And Equipment,8009969591,92618,,,,
Valeria Lazaro Rodriguez,4/22/2021,9:39:00,9:40:00,1,No answer; did not leave voicemail,NA,NA,"Email in VM and found online, irvine@lsa.net (emailed at 9:41 AM)",NA,"LSA ASSOCIATES, INC.",20 Executive Park Ste 200,Environmental Consultant,9495530666,92614,,,,
Valeria Lazaro Rodriguez,4/22/2021,9:43:00,9:44:00,1,Spoke with someone; they're not interested,NA,NA,NA,NA,CONNOTATE TECHNOLOGIES INC.,2601 Main St Ste 830,Computer Software Writing Services,9492701916,92614,,,,
Valeria Lazaro Rodriguez,4/22/2021,9:45:00,9:46:00,1,No answer; did not leave voicemail,NA,NA,"Wrong number, could not find company online.",NA,ALPHAEON CORPORATION,17901 Von Karman Ave # 150,Hospital Equipment And Furniture,9492844555,92614,,,,
Valeria Lazaro Rodriguez,4/22/2021,9:47:00,9:48:00,1,Spoke with someone; they're interested,NA,NA,"Number is for Culverdale Elementary. Told me to contact the district, HR email susankemp@iusd.org (already emailed on 4/20 at 10:27 AM)",NA,IRVINE UNIFIED SCHOOL DISTICT,2 Paseo Westpark,Public Elementary School,9499365600,92614,,,,
Valeria Lazaro Rodriguez,4/22/2021,9:49:00,9:50:00,1,Spoke with someone; they're interested,NA,NA,"Number is for Meadow Park Elementary. Told me to contact the district, HR email susankemp@iusd.org (already emailed on 4/20 at 10:27 AM)",NA,IRVINE UNIFIED SCHOOL DISTICT,50 Blue Lk S,Public Elementary School,9499365900,92614,,,,
Valeria Lazaro Rodriguez,4/22/2021,9:52:00,9:52:00,0,No answer; did not leave voicemail,NA,NA,"Found email, customerservice@sealscience.com (emailed at 9:53 AM)",NA,"SEAL SCIENCE, INC.",17131 Daimler St,"Gaskets, All Materials",9492533130,92614,,,,
